OwnerId,Name,Active__c,Archetype__c,Cohort_Suitability_Prior__c,Default_Bucketing_Strategy__c,Default_Windows__c,Description__c,Dictionary_Version__c,Direction_Hypothesis__c,Evidence_Basis__c,Explainability_Prior__c,Feature_Type__c,Formula_Template__c,Historical_Prior_Score__c,Measurement_Concept_Key__c,Predictive_Prior__c,Primary_Theme_Key__c,Required_Ingredient_Roles__c,Target_Feature_Class__c,Template_Key__c
005As00000NsovwIAB,Annual Revenue,True,MEAN,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Opportunities.csv; Reporting Label=Annual Revenue; Legacy Feature=acc_avg_AR; Legacy Driver Context=Solution sold matches your needs; Legacy Ingredients=ANNUAL_RENEWAL; Operation=mean; Signal=No Signal; Resolved Current Fields=Annual_Renewal__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Average of 'ANNUAL_RENEWAL' per Account Id,0.45,VALUE_RENEWAL,0.5,VALUE,salesforce:Opportunity:Annual_Renewal__c,DIRECT_EXPERIENCE,HIST_SFDC_36D0D7B4A4A5964A0731
005As00000NsovwIAB,# support tickets in last three months,True,BREADTH,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=# support tickets in last three months; Legacy Feature=total_cases_three_month; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=Case Number; Operation=nunique; Signal=Signal; Resolved Current Fields=Source_Case_Number__c; Derived Dependencies=.,0.7,HISTORICAL_RECIPE_PRIOR,Total number of Case Number in last three months for each Account Id,0.75,,0.65,,salesforce:Case:Source_Case_Number__c,DIRECT_EXPERIENCE,HIST_SFDC_3908BDDC47A15C629AE9
005As00000NsovwIAB,Bill City Cohort,True,COHORT_DIMENSION,0.9,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Accounts.csv; Reporting Label=Bill City Cohort; Legacy Feature=billcity_acc_ltr; Legacy Driver Context=Solution sold matches your needs; Legacy Ingredients=BILLING_CITY; Operation=Cohort; Signal=No Signal; Resolved Current Fields=BillingCity; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Historical operation=Cohort; current ingredients=BillingCity,0.45,,0.5,,salesforce:Account:BillingCity,PROFILE,HIST_SFDC_3A56B88C0385F555CCCA
005As00000NsovwIAB,% defect tickets,True,RATE,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=% defect tickets; Legacy Feature=Defect; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=['Root_Cause', 'Case Number']; Operation=Percentage; Signal=Signal; Resolved Current Fields=Source_Case_Number__c;Source_Root_Cause__c; Derived Dependencies=. || Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=% defect tickets; Legacy Feature=Defect; Legacy Driver Context=Final implementation matches scope sold; Legacy Ingredients=['Root_Cause', 'Case Number']; Operation=Percentage; Signal=No Signal; Resolved Current Fields=Source_Case_Number__c;Source_Root_Cause__c; Derived Dependencies=. || Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=% defect tickets; Legacy Feature=Defect; Legacy Driver Context=Product performance (stability, speed); Legacy Ingredients=['Root_Cause', 'Case Number']; Operation=Percentage; Signal=Signal; Resolved Current Fields=Source_Case_Number__c;Source_Root_Cause__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,(# of Case Numbers in the Root_Cause type - Defect/ total # of Case Numbers ) for each Account Id,0.65,PRODUCT_QUALITY,0.6,PRODUCT_SERVICE,salesforce:Case:Source_Case_Number__c;salesforce:Case:Source_Root_Cause__c,DIRECT_EXPERIENCE,HIST_SFDC_3A7A109770C6AC71D4C0
005As00000NsovwIAB,Severity: % Minor tickets,True,RATE,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=Severity: % Minor tickets; Legacy Feature=Minor (P3); Legacy Driver Context=Resolution Time; Legacy Ingredients=['Severity', 'Case Number']; Operation=Percentage; Signal=No Signal; Resolved Current Fields=Source_Case_Number__c;Source_Severity__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,(# of Case Numbers in the Severity type - Minor (P3) / total # of Case Numbers ) for each Account Id,0.45,PRODUCT_QUALITY,0.5,PRODUCT_SERVICE,salesforce:Case:Source_Case_Number__c;salesforce:Case:Source_Severity__c,DIRECT_EXPERIENCE,HIST_SFDC_3ADF6431106D7F77900D
005As00000NsovwIAB,% not concluded opportunities (forecast),True,RATE,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Opportunities.csv; Reporting Label=% not concluded opportunities (forecast); Legacy Feature=No_Conclusion; Legacy Driver Context=Solution sold matches your needs; Legacy Ingredients=[FORECAST_CATEGORY ,OPPORTUNITY_ID]; Operation=Percentage; Signal=Signal; Resolved Current Fields=Source_Forecast_Category__c;Source_Opportunity_ID__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,"(# of No_Conclusion Opportunities in ""FORECAST_CATEGORY""/ # of unique OPPORTUNITY_IDs) for each Account",0.75,TIME_PREDICTABILITY,0.65,TIME,salesforce:Opportunity:Source_Forecast_Category__c;salesforce:Opportunity:Source_Opportunity_ID__c,DIRECT_EXPERIENCE,HIST_SFDC_3AEF97C80ACEA5D5B36D
005As00000NsovwIAB,# designated owners,True,BREADTH,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Opportunities.csv; Reporting Label=# designated owners; Legacy Feature=num_desg_roles; Legacy Driver Context=Sales team; Legacy Ingredients=OWNER_ROLE; Operation=nunique; Signal=Signal; Resolved Current Fields=Source_Owner_Role__c; Derived Dependencies=.,0.7,HISTORICAL_RECIPE_PRIOR,# of OWNER_ROLE per Account Id,0.75,PEOPLE_ROLE,0.65,PEOPLE,salesforce:Opportunity:Source_Owner_Role__c,DIRECT_EXPERIENCE,HIST_SFDC_3C6E4321D414F091323F
005As00000NsovwIAB,ticket severity cohort,True,COHORT_DIMENSION,0.9,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=ticket severity cohort; Legacy Feature=severity_ltr; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=Severity; Operation=Cohort; Signal=No Signal; Resolved Current Fields=Source_Severity__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Historical operation=Cohort; current ingredients=Source_Severity__c,0.45,PRODUCT_QUALITY,0.5,PRODUCT_SERVICE,salesforce:Case:Source_Severity__c,PROFILE,HIST_SFDC_3D5C408AEC7A25B9E397
005As00000NsovwIAB,"# how to tickets -bin(10,20)",True,BAND,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=# how to tickets -bin(10,20); Legacy Feature=questbybins_10_20; Legacy Driver Context=Resolution Time; Legacy Ingredients=['TTR','Root Cause','Case Number']; Operation=Bin; Signal=No Signal; Resolved Current Fields=Source_Case_Number__c;Source_Root_Cause__c;Time_to_Resolution_Days__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,"Number of cases for Root Cause = 'Customer-Driven Knowledge' in TTR bin [10,20]",0.45,PRODUCT_QUALITY,0.5,PRODUCT_SERVICE,salesforce:Case:Source_Case_Number__c;salesforce:Case:Source_Root_Cause__c;salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_3D78A1243CD2E0BE0D6C
005As00000NsovwIAB,Severity: # critical tickets,True,COUNT,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=Severity: # critical tickets; Legacy Feature=critical_p1; Legacy Driver Context=Resolution Time; Legacy Ingredients=['Severity', 'Case Number']; Operation=Number; Signal=No Signal; Resolved Current Fields=Source_Case_Number__c;Source_Severity__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,(# of Case Numbers in the Severity type - critical (P1)  for each Account Id,0.45,PRODUCT_QUALITY,0.5,PRODUCT_SERVICE,salesforce:Case:Source_Case_Number__c;salesforce:Case:Source_Severity__c,DIRECT_EXPERIENCE,HIST_SFDC_3DA9CB79CD28530D3052
005As00000NsovwIAB,opportunity owner cohort,True,COHORT_DIMENSION,0.9,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Opportunities.csv; Reporting Label=opportunity owner cohort; Legacy Feature=ltr_owner_role; Legacy Driver Context=Solution sold matches your needs; Legacy Ingredients=OWNER_ROLE; Operation=Cohort; Signal=No Signal; Resolved Current Fields=Source_Owner_Role__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Historical operation=Cohort; current ingredients=Source_Owner_Role__c,0.45,PEOPLE_ROLE,0.5,PEOPLE,salesforce:Opportunity:Source_Owner_Role__c,PROFILE,HIST_SFDC_3FA8520525E1FE1C519C
005As00000NsovwIAB,Customer Manager cohort,True,COHORT_DIMENSION,0.9,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Accounts.csv; Reporting Label=Customer Manager cohort; Legacy Feature=cust_man_acc_ltr; Legacy Driver Context=Solution sold matches your needs; Legacy Ingredients=CUSTOMER_MANAGER_NAME; Operation=Cohort; Signal=No Signal; Resolved Current Fields=Customer_Manager_Name__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Historical operation=Cohort; current ingredients=Customer_Manager_Name__c,0.45,PEOPLE_OWNERSHIP,0.5,PEOPLE,salesforce:Account:Customer_Manager_Name__c,PROFILE,HIST_SFDC_41DABEEAFBE2D692ED4B
005As00000NsovwIAB,Severity: # Major tickets,True,SUM,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=Severity: # Major tickets; Legacy Feature=major_p2; Legacy Driver Context=Resolution Time; Legacy Ingredients=['Severity', 'Case Number']; Operation=sum; Signal=No Signal; Resolved Current Fields=Source_Case_Number__c;Source_Severity__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,# of Case Numbers in the Severity type - Major (P2)  for each Account Id,0.45,PRODUCT_QUALITY,0.5,PRODUCT_SERVICE,salesforce:Case:Source_Case_Number__c;salesforce:Case:Source_Severity__c,DIRECT_EXPERIENCE,HIST_SFDC_43469E7F8B95F7F3935E
005As00000NsovwIAB,Industry Cohort,True,COHORT_DIMENSION,0.9,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Accounts.csv; Reporting Label=Industry Cohort; Legacy Feature=industry_acc_ltr; Legacy Driver Context=Ease of use; Legacy Ingredients=INDUSTRY; Operation=Cohort; Signal=No Signal; Resolved Current Fields=Source_Industry__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Historical operation=Cohort; current ingredients=Source_Industry__c,0.45,,0.5,,salesforce:Account:Source_Industry__c,PROFILE,HIST_SFDC_44575534647E7907D8B9
005As00000NsovwIAB,% 'how to' tickets,True,RATE,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=% 'how to' tickets; Legacy Feature=Customer-Driven Knowledge; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=['Root_Cause', 'Case Number']; Operation=Percentage; Signal=Signal; Resolved Current Fields=Source_Case_Number__c;Source_Root_Cause__c; Derived Dependencies=. || Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=% 'how to' tickets; Legacy Feature=Customer-Driven Knowledge; Legacy Driver Context=Initial package installation/setup; Legacy Ingredients=['Root_Cause', 'Case Number']; Operation=Percentage; Signal=Signal; Resolved Current Fields=Source_Case_Number__c;Source_Root_Cause__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,(# of Case Numbers in the Root_Cause type - Customer-Driven Knowledge/ total # of Case Numbers ) for each Account Id,0.75,PRODUCT_QUALITY,0.65,PRODUCT_SERVICE,salesforce:Case:Source_Case_Number__c;salesforce:Case:Source_Root_Cause__c,DIRECT_EXPERIENCE,HIST_SFDC_46E93CF93723E7E1CCAC
005As00000NsovwIAB,% tickets By Type - Upgrade,True,RATE,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=% tickets By Type - Upgrade; Legacy Feature=Upgrade; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=['Root_Cause', 'Case Number']; Operation=Percentage; Signal=Signal; Resolved Current Fields=Source_Case_Number__c;Source_Root_Cause__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,(# of Case Numbers in the Root_Cause type - Upgrade/ total # of Case Numbers ) for each Account Id,0.75,PRODUCT_QUALITY,0.65,PRODUCT_SERVICE,salesforce:Case:Source_Case_Number__c;salesforce:Case:Source_Root_Cause__c,DIRECT_EXPERIENCE,HIST_SFDC_4DFB7F8345782DCA7CFD
005As00000NsovwIAB,% lost opportunities (forecast),True,RATE,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Opportunities.csv; Reporting Label=% lost opportunities (forecast); Legacy Feature=Lost; Legacy Driver Context=Solution sold matches your needs; Legacy Ingredients=[FORECAST_CATEGORY ,OPPORTUNITY_ID]; Operation=Percentage; Signal=No Signal; Resolved Current Fields=Source_Forecast_Category__c;Source_Opportunity_ID__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,"(# of Opportunities Lost in ""FORECAST_CATEGORY""/# of unique OPPORTUNITY_IDs)  for each Account",0.45,TIME_PREDICTABILITY,0.5,TIME,salesforce:Opportunity:Source_Forecast_Category__c;salesforce:Opportunity:Source_Opportunity_ID__c,DIRECT_EXPERIENCE,HIST_SFDC_4E8FA0CF6D19FC54EC82
005As00000NsovwIAB,Days Since Last Log-In,True,DELTA,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Accounts.csv; Reporting Label=Days Since Last Log-In; Legacy Feature=days_since_last_login; Legacy Driver Context=Resolution Time; Legacy Ingredients='LAST LOGIN'; Operation=Difference; Signal=No Signal; Resolved Current Fields=Last_Login_Date__c; Derived Dependencies=.,0.7,HISTORICAL_RECIPE_PRIOR,Day difference between Current date and 'LAST LOGIN',0.45,TIME_RECENCY,0.5,TIME,salesforce:Account:Last_Login_Date__c,DIRECT_EXPERIENCE,HIST_SFDC_51A5107A94F0AECE0FB3
005As00000NsovwIAB,ttr critical tickets,True,MEAN,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=ttr critical tickets; Legacy Feature=ttrcritical_p1; Legacy Driver Context=Resolution Time; Legacy Ingredients=['Severity', 'TTR']; Operation=mean; Signal=No Signal; Resolved Current Fields=Source_Severity__c;Time_to_Resolution_Days__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,Average of TTR in the Severity type - Critical(P1),0.45,PRODUCT_QUALITY,0.5,PRODUCT_SERVICE,salesforce:Case:Source_Severity__c;salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_561722C951346B519013
005As00000NsovwIAB,% no slt voilations,True,RATE,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=% no slt voilations; Legacy Feature=no_SLT_Violations; Legacy Driver Context=Resolution Time; Legacy Ingredients=['SLT Violation', 'Case Number']; Operation=Percentage; Signal=No Signal; Resolved Current Fields=SLA_Violation__c;Source_Case_Number__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,(# of Case Numbers in the SLT Violation type - no_SLT_Violations / total # of Case Numbers ) for each Account Id,0.45,PROCESS_COMPLIANCE,0.5,PROCESS,salesforce:Case:SLA_Violation__c;salesforce:Case:Source_Case_Number__c,DIRECT_EXPERIENCE,HIST_SFDC_57C91B56F1D7105AA3DD
005As00000NsovwIAB,# support tickets in last six months,True,BREADTH,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=# support tickets in last six months; Legacy Feature=total_cases_six_month; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=Case Number; Operation=nunique; Signal=Signal; Resolved Current Fields=Source_Case_Number__c; Derived Dependencies=.,0.7,HISTORICAL_RECIPE_PRIOR,Total number of Case Number in last six monthsfor each Account Id,0.75,,0.65,,salesforce:Case:Source_Case_Number__c,DIRECT_EXPERIENCE,HIST_SFDC_58801F954A46E436EB7C
005As00000NsovwIAB,"# how to tickets -bin(20,30)",True,BAND,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=# how to tickets -bin(20,30); Legacy Feature=questbybins_20_30; Legacy Driver Context=Resolution Time; Legacy Ingredients=['TTR','Root Cause','Case Number']; Operation=Bin; Signal=No Signal; Resolved Current Fields=Source_Case_Number__c;Source_Root_Cause__c;Time_to_Resolution_Days__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,"Number of cases for Root Cause = 'Customer-Driven Knowledge' in TTR bin [20,30]",0.45,PRODUCT_QUALITY,0.5,PRODUCT_SERVICE,salesforce:Case:Source_Case_Number__c;salesforce:Case:Source_Root_Cause__c;salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_58F711ABE5BAF4A6DD70
005As00000NsovwIAB,"# how to tickets -bin(90,300)",True,BAND,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=# how to tickets -bin(90,300); Legacy Feature=custbybins_90_300; Legacy Driver Context=Resolution Time; Legacy Ingredients=['TTR','Root Cause','Case Number']; Operation=Bin; Signal=No Signal; Resolved Current Fields=Source_Case_Number__c;Source_Root_Cause__c;Time_to_Resolution_Days__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,"Number of cases for Root Cause = 'Customer-Driven Knowledge' in TTR bin [90,300]",0.45,PRODUCT_QUALITY,0.5,PRODUCT_SERVICE,salesforce:Case:Source_Case_Number__c;salesforce:Case:Source_Root_Cause__c;salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_5FC966D0F67A24997AA6
005As00000NsovwIAB,aging of support ticket,True,MEAN,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=aging of support ticket; Legacy Feature=avg_aging; Legacy Driver Context=Effectiveness of resolution provided; Legacy Ingredients=Ageing of Open Cases; Operation=mean; Signal=No Signal; Resolved Current Fields=Ageing_of_Open_Cases_Days__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Average of Ageing of Open Cases for each Account Id,0.45,TIME_DURATION,0.5,TIME,salesforce:Case:Ageing_of_Open_Cases_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_5FDB60186381D3B01788
005As00000NsovwIAB,Segement Account Cohort,True,COHORT_DIMENSION,0.9,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Accounts.csv; Reporting Label=Segement Account Cohort; Legacy Feature=segment_acc_ltr; Legacy Driver Context=Solution sold matches your needs; Legacy Ingredients=SEGMENT_NAME; Operation=Cohort; Signal=No Signal; Resolved Current Fields=Customer_Segment__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Historical operation=Cohort; current ingredients=Customer_Segment__c,0.45,,0.5,,salesforce:Account:Customer_Segment__c,PROFILE,HIST_SFDC_6136466EF1D87B83ED81
005As00000NsovwIAB,mintigo score,True,DIRECT,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Accounts.csv; Reporting Label=mintigo score; Legacy Feature=MINTIGO_SCORE; Legacy Driver Context=Sales team; Legacy Ingredients=MINTIGO_SCORE; Operation=Direct from the dataset; Signal=Signal; Resolved Current Fields=Mintigo_Score__c; Derived Dependencies=. || Historical recipe prior only; not current truth. Source=All_Accounts.csv; Reporting Label=mintigo score; Legacy Feature=MINTIGO_SCORE; Legacy Driver Context=Solution sold matches your needs; Legacy Ingredients=MINTIGO_SCORE; Operation=Direct from the dataset; Signal=Signal; Resolved Current Fields=Mintigo_Score__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,MINTIGO_SCORE for each Account Id,0.75,,0.65,,salesforce:Account:Mintigo_Score__c,DIRECT_EXPERIENCE,HIST_SFDC_63366CE8304BD8D34465
005As00000NsovwIAB,# not concluded opportunities (actual),True,COUNT,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Opportunities.csv; Reporting Label=# not concluded opportunities (actual); Legacy Feature=act_no_conclusion; Legacy Driver Context=Solution sold matches your needs; Legacy Ingredients=C2_STAGE; Operation=Count; Signal=No Signal; Resolved Current Fields=Source_Stage__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,"# of Opportunities with No_Conclusion in ""C2_STAGE"" for each Account",0.45,PROCESS_STEPS,0.5,PROCESS,salesforce:Opportunity:Source_Stage__c,DIRECT_EXPERIENCE,HIST_SFDC_643766E7EE2CB52D0B97
005As00000NsovwIAB,% opportunity: Existing,True,RATE,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Opportunities.csv; Reporting Label=% opportunity: Existing; Legacy Feature=Existing Business; Legacy Driver Context=Sales team; Legacy Ingredients=[C2_TYPE,OPPORTUNITY_ID]; Operation=Percentage; Signal=Signal; Resolved Current Fields=Source_Opportunity_ID__c;Source_Type__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,"(# of Existing Business Opportunities in ""C2_TYPE"" / # of unique OPPORTUNITY_IDs )  for the account",0.75,PROCESS_STEPS,0.65,PROCESS,salesforce:Opportunity:Source_Opportunity_ID__c;salesforce:Opportunity:Source_Type__c,DIRECT_EXPERIENCE,HIST_SFDC_6800C13D43D75F76CA0D
005As00000NsovwIAB,time to resolution,True,MEAN,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=time to resolution; Legacy Feature=TTR_mean; Legacy Driver Context=Resolution Time; Legacy Ingredients=TTR; Operation=mean; Signal=Signal; Resolved Current Fields=Time_to_Resolution_Days__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Average of TTR for each Account Id,0.75,TIME_DURATION,0.65,TIME,salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_6869AE89C2949BB23BA5
005As00000NsovwIAB,"# tickets -bin(50,60)",True,BAND,0.35,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,"Historical recipe prior only; not current truth. Source=All_Support_Data.csv; Reporting Label=# tickets -bin(50,60); Legacy Feature=casesbybins_50_60; Legacy Driver Context=Resolution Time; Legacy Ingredients=['TTR','Case Number']; Operation=Bin; Signal=No Signal; Resolved Current Fields=Source_Case_Number__c;Time_to_Resolution_Days__c; Derived Dependencies=.",0.8,HISTORICAL_RECIPE_PRIOR,"Number of cases in TTR bin [50,60]",0.45,TIME_DURATION,0.5,TIME,salesforce:Case:Source_Case_Number__c;salesforce:Case:Time_to_Resolution_Days__c,DIRECT_EXPERIENCE,HIST_SFDC_694B0CBBC841150FE2C4
005As00000NsovwIAB,territory cohort,True,COHORT_DIMENSION,0.9,,,Historical feature recipe retained as candidate-generation evidence. Re-evaluate against current Driver semantics and live data before approval.,2.0-historical-prior,CONTEXT_DEPENDENT,Historical recipe prior only; not current truth. Source=All_Opportunities.csv; Reporting Label=territory cohort; Legacy Feature=ltr_territory; Legacy Driver Context=Solution sold matches your needs; Legacy Ingredients=TERRITORY; Operation=Cohort; Signal=No Signal; Resolved Current Fields=Territory__c; Derived Dependencies=.,0.8,HISTORICAL_RECIPE_PRIOR,Historical operation=Cohort; current ingredients=Territory__c,0.45,,0.5,,salesforce:Opportunity:Territory__c,PROFILE,HIST_SFDC_6C716CB813FB565DA57D
